antage	regne med
antage	sætte
antage	ændre sig til
antage	tage
antage	acceptere
antagelig	betydelig(t)
antagelig	antageligvis
antageligvis	antagelig
antagelse	accept
antagonist	modstander;rival
antaste	tilsidesætte;krænke
antedatere	tilbagedatere
antediluviansk	oldnordisk
antegne	notere
antenne	følehorn
antependium	alterbordsforhæng
anticyklon	højtryksområde
antidepressionspille	depressionspille;lykkepille
antidot	modgift;antifarmakon
antifarmakon	modgift;antidot
antifonale	antifonar
antifonar	antifonale
antik	græsk-romersk oldtid;klassisk oldtid
antik	antikveret
antiklimaks	nedtur
antikonception	prævention
antikonceptionel	svangerskabsforebyggende
antikonceptionsmiddel	præventionsmiddel
antikvar	antikvarboghandler
antikvarboghandel	antikvariat
antikvarboghandler	antikvar
antikvariat	antikvarboghandel
antikveret	antik
antikvitetsforretning	antikvitetshandel
antikvitetshandel	antikvitetsforretning
antipati	aversion
antipersonelmine	personelmine
antipodist	fodjonglør
antirynkecreme	rynkecreme
antisemitisme	jødehad
antiskælshampoo	skælshampoo
antisocial	samfundsfjendtlig
antistof	modstof;immunglobulin
antisvedisme	svenskerhad
antivirus	antivirusprogram;virusprogram
antracit	antracitgrå;koksgrå
antracitgrå	antracit;koksgrå
antropofag	kannibal;menneskeæder
antropofagi	kannibalisme;menneskeæderi
anus	endetarmsåbning
anvende	bruge
anvendt forskning	målforskning
anvendelig	brugbar
anvendelighed	brugbarhed
anvendelse	brug
anvendelsesmulighed	brugsmulighed
anvisning	boliganvisning
anvisning	postanvisning
anæmi	blodmangel
anæmisk	blodfattig
anæstesi	bedøvelse
anæstesilæge	narkoselæge;anæstesiolog
anæstesiolog	narkoselæge;anæstesilæge
anæstesisygeplejerske	narkosesygeplejerske
anæstetikum	anæstesimiddel
anæstetisk	bedøvende
A-officer	linjeofficer
aorta	legemspulsåre
apanage	årpenge
aparte	mærkelig;særegen
apartheid	raceadskillelse
apatisk	sløv
apokalypse	undergang
apokalyptisk	dommedagsagtig
apokalyptisk	gådefuld
apollinaris	danskvand
apollinsk	behersket
apopleksi	slagtilfælde
apostasi	frafald
apostlenes heste	gåben
apotekerkunst	farmaci
apoteksassistent	farmakonom;defektrice
apoteksudsalg	håndkøbsudsalg
apoteose	højdepunkt;forherligelse
app	applikation
app	mobilapp
appel	tiltrækningskraft
appeldomstol	appelret
appellation	appel
appellativ	fællesnavn
appelret	appeldomstol
appelsinhud	cellulitis
appelsinlikør	orangelikør
appelsinsaft	appelsinjuice
appelsinskal	appelsinskræl
appelsinskræl	appelsinskal
appelsinsmag	orangesmag
appelsintræ	Citrus sinensis
appelsintræ	Solanum capsicastrum
appendicitis	blindtarmsbetændelse
appendiks	bilag;anhang
appendiks	blindtarm
appetit	madlyst
appetitlig	acceptabel;spiselig
appetitvækkende	appetitlig
appetizer	appetitvækker
appetizer	smagsprøve;appetitvækker
applaus	bifald;akklamation
applikation	app
apposition	navnetillæg
appretur	appretering
approach	tilgang
apropos	belejligt;velanbragt
apropos	for resten;nu vi taler om det
apropos	nu vi taler om ..
APV	arbejdspladsvurdering
ara	arapapegøje
araberhest	araber
aralie	Aralia
arbejde	besvær
arbejde	job
arbejde	arbejdsplads
arbejde	køre
arbejde over	overarbejde
arbejde sammen	samarbejde
arbejde (slide, ..) som et bæst	arbejde som en hest
arbejderkvinde	arbejderske
arbejdsbetingelse	arbejdsforhold;arbejdsvilkår
arbejdsbukser	arbejdsbuks
arbejdsdeling	arbejdsfordeling
arbejdsduelig	arbejdsdygtig
arbejdsdygtig	arbejdsduelig;arbejdsfør
arbejdsfelt	arbejdsområde
arbejdsforhold	arbejdsvilkår;arbejdsbetingelser
arbejdsforhold	ansættelsesforhold
arbejdsform	arbejdsmåde
arbejdsfred	arbejdsro
arbejdsfælle	kollega
arbejdsfør	arbejdsdygtig
arbejdsgiverbidrag	arbejdsgiverafgift
arbejdsgiverforening	arbejdsgiverorganisation
arbejdsgiverorganisation	arbejdsgiverforening
arbejdsgiverside	A-side
arbejdshandske	flid
arbejdshold	sjak
arbejdsindsats	arbejdspræstation;arbejdsydelse
arbejdsindtægt	arbejdsindkomst
arbejdsintensiv	arbejdskraftintensiv
arbejdskollega	kollega
arbejdskollektiv	produktionskollektiv
arbejdskonsulent	jobkonsulent
arbejdsledig	arbejdsløs
arbejdsliv	erhvervsliv
arbejdsløs	ledig;arbejdsledig
arbejdsløshedsdagpenge	dagpenge
arbejdsløshedskasse	a-kasse
arbejdsløshedskurve	ledighedskurve
arbejdsløshedsperiode	ledighedsperiode
arbejdsløshedsproblem	ledighedsproblem
arbejdsløshedsprocent	ledighedsprocent
arbejdsløshedsprojekt	beskæftigelsesprojekt
arbejdsløshedsstatistik	ledighedsstatistik
arbejdsløshedstal	ledighedstal
arbejdsløshedsunderstøttelse	dagpenge;arbejdsløshedsdagpenge
arbejdsmarkedsbidrag	am-bidrag
arbejdsmarkedsbidrag	ambi
arbejdsmarkedsråd	arbejdsmarkedsnævn
arbejdsmiljøorganisation	sikkerhedsorganisation
arbejdsmiljørepræsentant	sikkerhedsrepræsentant
arbejdsmåde	arbejdsform
arbejdsnarkoman	workaholic
arbejdsnedlæggelse	arbejdsstandsning
arbejdsområde	arbejdsfelt
arbejdspapir	arbejdsnotat
arbejdsplads	job
arbejdsramt	jobramt
arbejdsredskab	værktøj
arbejdsretlig	fagretlig
arbejdsro	arbejdsfred
arbejdsrum	arbejdsværelse
arbejdssituation	jobsituation
arbejdssky	doven
arbejdssøgende	jobsøgende
arbejdstakt	arbejdstempo
arbejdstidsnedsættelse	arbejdstidsforkortelse
arbejdsudygtig	uarbejdsdygtig
arbejdsvilkår	arbejdsforhold;arbejdsbetingelse
arbejdsværelse	arbejdsrum
arbejdsydelse	arbejdsindsats
arbitrær	tilfældig;vilkårlig;skønsmæssig
areal	flademål
arena	skueplads
arg	elendig
argot	fagjargon
argumentation	argumentering
argumentation	diskussion
argumentativ	argumenterende
argumentere	diskutere
arh	ah
ark	frimærkeark
ark	trykark
arketype	grundtype
arkimedisk skrue/spiral	Arkimedes' skrue/spiral
arkipelag	øhav
arkitekt	bygningsarkitekt
arkitektens trøst	sølvregn;Fallopia baldschuanica
arkitektur	bygningskunst
arkitektur	struktur
arkivere lodret	smide i papirkurven
arktisk klima	polarklima
arm	overekstremitet
av, min arm	pokkers også;hold da op
arm	stakkels;ynkværdig
arm	fattig
armbøjning	armstrækning;pushup
armé	hær
armékorps	korps
armeret beton	jernbeton
armlængde	armslængde
armodig	åndsfattig
armstrækker	armstrækning;armbøjning;pushup
armstrækker	triceps
armstrækning	armbøjning;armstrækker;pushup
armsving	store armbevægelser
armvinge	svømmevinge
armygrøn	militærgrøn
aroma	aromastof
aromaterapi	duftterapi
aromatisk	krydret
aronia	surbær;Aronia melanocarpa
aronia	surbær
arpeggio	brudt akkord
arrangement	ordning
arrangement	udsættelse
arrangere	udsætte
arrangere sig	indrette sig
arrest	arresthus
arrestation	anholdelse
arrestere	anholde
arresthus	arrest
arrieregarde	bagtrop
arrig	hidsig
arrigskab	raseri
arrowroot	pilerodsstivelse
arsenal	batteri
arsenik	(di)arsentrioxid
art	species
art deco	art deco-stil
artdirector	AD
arterie	pulsåre
arteriosklerose	åreforkalkning
artificiel	kunstig
artig	velopdragen
artig	ordentlig
artighed	velopdragenhed
artikel	kendeord
artikulere	formulere
artilleribeskydning	artilleriild
artiskokbund	artiskokhjerte
artist	cirkusartist
artist	kunstner
artritis	leddegigt
artrose	slidgigt
artroskopi	kikkertundersøgelse
artsbestemt	generisk
artsforskel	væsensforskel
arv	arvelod
arv	biologisk arv
arve	rød arve;grine til middag;Anagallis arvensis
arvefjende	ærkerival
arvehygiejne	eugenik
arvelighedsforsker	genetiker
arvelighedslære	genetik
arvelod	arvepart
arvelod	arv
arvemasse	arvemateriale
arvemasse	genmasse
arvemateriale	arvemasse
arvepart	arvelod
arvtager	arving
arytmi	hjertearytmi
arytmisk	urytmisk
asbestcement	eternit®
asen	bæst
aseptisk	steril
asfaltarbejder	vejarbejder
asfyksi	iltmangel
ask	asketræ;Fraxinus excelsior
ask	asketræ
askeblond	kommunefarvet;cendré
askefarvet	askegrå
askegrå	askefarvet
askorbinsyre	C-vitamin
asocial	usolidarisk;usocial
asocial	usocial
asp	Aspius aspius
asparagus	Asparagus
aspargeskål	broccoli
aspekt	synsvinkel
Aspergers syndrom	asperger
aspidistra	Aspidistra
assemblage	sammenstikning
assembler	symbolsk maskinsprog
asseneser	assensbo
assensbo	asseneser
assessor	dommer
assimilation	assimilering
assistance	bistand
assistent	medhjælper
assistenttræner	hjælpetræner
assistere	bistå
association	associering
association	idéassociation
assonans	halvrim
assorteret	forskelligartet;forskellig;udvalgt
assorteret	udvalgt
assortiment	sortiment
assurance	forsikring
assurancesum	forsikringssum
assurancesvig	forsikringssvindel
assurandør	forsikringsagent
assurandør	forsikringsselskab
assurere	forsikre
asteni	neurasteni
asteroide	småplanet
asters	Aster
astigmatisme	bygningsfejl
astilbe	Astilbe
astragel	Astragalus
astronomisk	svimlende
astronomisk ur	verdensur
asylansøger	asylsøger;asylant
asylant	asylansøger
asylsøger	asylansøger
asymmetrisk	usymmetrisk
ateisme	gudløshed
ateist	gudsfornægter
athener	athenienser
atheniensisk	athensk
athensk	atheniensisk
atlet	atletikudøver
atletik	fri idræt
atmosfærefyldt	stemningsfuld;stemningsfyldt
atomaffald	radioaktivt affald
atomalder	atomtid
atomar	atomisk
atomarsenal	atomvåbenarsenal;kernevåbenarsenal
atombombe	a-bombe
atombrændsel	kernebrændsel
atomenergi	kerneenergi
atomenergi	atomkraft
atomforsøg	atomprøvesprængning
atomisk	atomar
atomkerne	kerne
atomkraft	kernekraft;a-kraft
atomkraftværk	kernekraftværk;a-kraftværk
atommasseenhed	unit
atomnedfald	radioaktivt nedfald
atomprøvesprængning	prøvesprængning;atomforsøg
atomprøvestop	prøvestop;atomstop
atomreaktor	kernereaktor;reaktor
atomsky	paddehattesky
atomtegn	kemisk tegn
atomtid	atomalder
atomubåd	atomundervandsbåd
atomvåben	a-våben;kernevåben
atomvåbenarsenal	atomarsenal;kernevåbenarsenal
atomvåbenfri	atomfri;kernevåbenfri;a-våbenfri
atomvåbenprogram	kernevåbenprogram
att.	til
attachémappe	attachétaske
attachétaske	attachémappe
attakere	angribe
attenhundredtal	det nittende århundrede
attentionperson	att.-person
attenårig	attenårs
atter	igen
attestation	attestering
attestere	bevidne
attestering	attestation
attitude	holdning
att.-person	attentionperson
attraktion	tiltrækningskraft
attraktiv	tiltrækkende
attrap	efterligning
attribuere	tillægge;tilskrive
attråværdig	eftertragtet;eftertragtelsesværdig
atypisk	unormal
auktionsfirma	auktionshus
auktionshus	auktionsfirma
aula	hall
aurikel	Primula auricula
aurora	Anthocaris cardamines
australneger	aboriginer
autenticitet	ægthed
autentisk	ægte
autentisk	sand
auteur	filmskaber
autisme	autismespektrumforstyrrelse
autobiografi	selvbiografi
autobiografisk	selvbiografisk
autocamper	campingbil;camper;campingbus
autodidakt	selvlært
autodidaktisk	selvlært
autoforhandler	bilforhandler
autogensvejsning	flammesvejsning;gassvejsning
autokrati	diktatur
automatgear	automatgearkasse
automatik	rutine
automation	automatisering;mekanisering
automatisere	mekanisere
automatisering	mekanisering
automatisk	vanemæssig
automatisk	maskinel;selvvirkende
automatisk	spontan;uvilkårlig
automatpilot	autopilot
automatpilot	autopilot;cruisekontrol
automatsvar	autosvar
automatsvar	papegøjesvar
automatvåben	automatisk våben
automekaniker	bilmekaniker;automobilmekaniker
automobilforhandler	bilforhandler
automobilindustri	bilindustri
automobilteknik	bilteknik
autoophugger	hugger
autopilot	automatpilot
autopilot	automatpilot;cruisekontrol
autor	ophavsmand
autoradio	bilradio
autorisere	godkende
autoritet	myndighed
autoritet	ekspert
autosuggestion	selvsuggestion
autosvar	automatsvar
autovoks	bilvoks
autoværksted	bilværksted
avance	fortjeneste
ave	holde i ave
aversion	antipati
avertere	annoncere
avertere	annoncere;bekendtgøre
avertissement	annonce
avind	misundelse
avis	blad
avisholder	abonnent
aviær influenza	fugleinfluenza
avle	dyrke
avlsgård	ladegård
avnbøg	Carpinus
avocadodip	guacamole
avs	av
a-våben	atomvåben
ayahuasca	Banisteriopsis caapi
ad bagdøren	ad bagvejen
anden etnisk baggrund	etnisk baggrund;anden etnisk herkomst
ad bagveje	ad bagvejen;indirekte
ad bagvejen	ad bagdøren
ad bagvejen	ad bagveje
alt taget i betragtning	når alt kommer til alt;i (den) sidste ende
alt taget i betragtning	(alt) i alt
alt taget i betragtning	trods alt
alt taget i betragtning	i grunden;ret beset
af karsken bælg	frit fra leveren
anden etnisk herkomst	anden etnisk baggrund
alt forladt	du er tilgivet
ad gangen	pr. gang
af Guds nåde	gudbenådet
af gårde	af huse
ad h... til	ad helvede til
af fuld hals	i vilden sky
ad hekkenfeldt til	ad Pommern til;ad helvede til
ad hekkenfeldt til	ad Pommern til;langt pokker i vold
ad hekkenfeldt til	ad helvede til
ad helvede til	ad h... til
ad helvede til	langt pokker i vold
ad helvede til med noget/nogen	til helvede med noget/nogen
af hænde	ud af hænderne på nogen
al landsens	alverdens
af nød	nødtvungent
af få ord	fåmælt
ad Pommern til	ad helvede til
af sig selv	på eget initiativ
af vanvare	uforvarende;uforsætligt
alle (vide) vegne	allevegne;overalt
af den anden verden	uden sidestykke;uden lige
blind alarm	falsk alarm
biologisk alder	bodyage;kropsalder
binde an med	give sig i kast med
bestilt arbejde	bestillingsarbejde
baby	spædbarn
babyblå	lyseblå
babylem	babyluge
babylift	lift
babyluge	babylem
babymajs	minimajs
babysitning	babysitting
babysitter	barnepige
babysitting	babysitning
babyslynge	slynge
bacheloropgave	bachelorprojekt;bachelor
bachelorprojekt	bacheloropgave;bachelor
bacheloruddannelse	BA
backinggruppe	backinggroup;backing
backlash	tilbageslag
backlist	bagkatalog
backpacker	rygsækrejsende;rygsækturist
backup	sikkerhedskopi;backupkopi
backup	support
backupkopi	backup
baconsvøb	svøb
bacontern	baconterning
baconterning	bacontern
bade	gå i vandet;være i vandet
bade	gå i bad;tage bad
badebillet	rødt kort
badedragt	badetøj
badegæst	badende
badekar	kar
badeland	vandland
badenymfe	badepige
baderum	badeværelse
badevinge	svømmevinge
badeværelse	bad;baderum
badstue	badeanstalt
badutspring	krumspring;falbelader
bag	bagdel;ende;røv
bag	bagværk
bag/for nedrullede gardiner	bag/for lukkede døre
bag lås og slå	under lås og slå
bagageportør	lufthavnsoperatør
bagatel	biting;petitesse
bagbeklædning	bagklædning
bagbordsindianer	bøsserøv;svans;bøsse
bagdel	ende;bag;røv
bagdel	buksebag
bagdel	ulempe
bagdæk	agterdæk
bage	lægge an på;flirte med
bagefter	derefter;dernæst;så
bagefter	senere;siden
bagefter	bagved;efter
bagefter	bagud
bager	bageri
bagerbutik	bagerforretning
bagerforretning	bagerbutik
bagerist	ovnrist
baggællesnegl	Opisthobranchia
baghold	bagholdsangreb
bagholdsangreb	baghold
baghånd	baghåndsslag
baghåndsslag	baghånd
bagkappe	hælkappe;kappe
bagkatalog	backlist
bagklap	bagsmæk
bagklædning	bagbeklædning
bagkrop	abdomen
bagkrop	bagparti
baglem	bagben
baglæns	tilbage
bagside	vrangside;skyggeside
bagskid	bagrus
bagsting	stikkesting
bagstiv	tømmermændsplaget
bagstræb	bagstræberi
bagstræberisk	reaktionær
bagtrappe	køkkentrappe
bagtrop	arrieregarde
bagud	bagefter
bagudrettet	tilbageskuende;bagudskuende
baguette	flute
bag ved	bagefter
bagved	bagefter
bagvendt	omvendt
bagvinge	hækspoiler
bagværk	bag
bajadere	glædespige
bajer	øl
bajersk pølse	pølse (betydning 1);wienerpølse
bajonetplante	svigermors skarpe tunge;Sansevieria trifasciata
bakkanal	drikkegilde
bakke	banke
bakkeland	morænelandskab
bakkestjerne	Erigeron
bakket	kuperet
baktericid	bakteriedræbende
bakterie	bacille;baktusse
bakteriedræbende	antiseptisk;baktericid
bal	billardkugle
balan	rur
balance	status;statusopgørelse
balance	saldo
balanceakt	balancegang;balancekunst
balancebræt	vippebræt
balancegang	balanceakt;balancekunst
balancekunst	balancegang;balanceakt
balancere	afbalancere
balancespiller	6'er
baldakin	himmel
baldre	knalde;smadre
baldre	knalde;smække
baldre	ramle;buse
baldrian	Valeriana
baljepis	pis
balkanland	balkanstat
balkanstat	balkanland
ballade	narrestreger
ballade	romance
ballademager	bølle;hooligan
balle	endeballe;røvballe
balletdivertissement	divertissement
balletkompagni	balletkorps
balletkorps	balletkompagni
ballon	luftballon
ballonbold	høj bold
ballongynge	pariserhjul
ballonudvidelse	ballonudvidelsesbehandling
balsam	hårbalsam
balsambøsse	lugtedåse
balsamico	balsamicoeddike
balsamicoeddike	balsamico
balsamin	springfrø;Impatiens
balsatræ	balsa;Ochroma lagopus
balsatræ	balsa
bambusbjørn	stor panda;Ailuropoda melanoleuca
bambusmaskine	bambus-pc
banal	triviel;ligetil
bananflue	Drosophila melanogaster
bananpalme	banantræ;Musa paradisiaca
banantræ	bananpalme
bandit	slyngel
bandit	røver
bandlyse	lyse i band;ekskommunikere
bane	vejbane;vognbane
bane	livsbane
bringe på bane	bringe på tale
bane vej	åbne vejen
banebrydende	epokegørende
banebryder	pioner
banelegeme	skinnelegeme;spor
baneskråning	jernbaneskråning
bange	ræd
bangebuks	kujon;kryster
bank	tæsk;tæv;klø
bankansat	bankmedarbejder
banke	bakke
banke	slå
banke	tæve
banke af	afbanke
banke ud	udbanke
bank under bordet	syv, ni, tretten
bankerot	konkurs;fallit
bankfolk	bankpersonale
bankforretning	bankvirksomhed
bankkup	bankrøveri
bankmedarbejder	bankansat
banko	bankospil;bingo
banko	bingo
bankohal	bingohal
bankomat	pengeautomat;hæveautomat;kontantautomat
bankoplade	bingoplade
bankospil	banko;bingo;bingospil
bankvirksomhed	bankforretning
banner	bannermærke
banner	transparent
bannerfører	fanebærer;fakkelbærer
baobab	baobabtræ;abebrødtræ
baobabtræ	baobab;abebrødtræ;Adansonia digitata
bar	barskab
bar	nøgen
bar	tom
bar	lutter
blot og bar	ren og skær
barbari	barbarisme
barbarisme	barbari
barbere	beskære
barberkniv	ragekniv
barberkost	Haemanthus albiflos
barbermaskine	shaver
barde	hvalbarde
bardehval	Mysticeti
bare sig	dy sig;nære sig
bare	kun;blot
bare	blot;lige
bare	blot;kun
bare	alene
bare	simpelthen
bare kunne det gylle	bare kunne det pis
bare kunne det pis	bare kunne det gylle
bare	gid;blot
bare	hvis bare;når blot
barkbille	Scolytinae
barkentine	skonnertbrig
barn på gule plader	stedbarn;papbarn
barnagtig	barnlig
barnagtighed	barnlighed
barndom	barneår;barnealder
barndomserindring	barndomsminde
barndomskammerat	barndomsven
barndomsminde	barndomserindring
barndomsven	barndomskammerat
barndomsår	barneår
barnealder	barndom
barneleg	barnemad
barnemad	barneleg
barnenumse	barnerumpe
barnepige	ung pige i huset
barnepige	babysitter
barneplejerske	nurse
barnerumpe	barnerøv
barnerumpe	barnenumse
barnerøv	barnerumpe
barneværelse	børneværelse
barneår	barndom;barndomsår
barnlig	barnagtig
barok	grotesk
barometer	målestok
baron	friherre
baroni	lensbaroni
barracuda	Sphyraenidae
barriere	spærring
bars	Dicentrarchus labrax
barselsafdeling	barselsafsnit;barselsgang
barselsafsnit	barselsafdeling;barselsgang
barselsgang	barselsafdeling;barselsafsnit
barselsorlov	barsel;barselshvile
barskab	bar;hjemmebar
